pl_name,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,st_age,sy_dist
GJ 1252 b,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0.5182331,0.00915,1.193,1.32,3.9,20.373
GJ 1265 b,1,1,Radial Velocity,2018,Calar Alto Observatory,3.6511,0.026,2.63,7.4,,10.2525
GJ 143 b,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),35.61253,0.1915,2.61,22.7,3.8,16.32
GJ 15 A b,2,2,Radial Velocity,2014,W. M. Keck Observatory,11.4407,0.072,1.55,3.03,,3.56228
GJ 15 A c,2,2,Radial Velocity,2018,Roque de los Muchachos Observatory,7600,5.4,6.67,36,,3.56228
GJ 160.2 b,1,1,Radial Velocity,2014,Multiple Observatories,5.2354,0.053,3.17,10.2,,25.8557
GJ 163 b,1,3,Radial Velocity,2013,La Silla Observatory,8.63182,0.0607,3.25,10.6,6,15.1285
GJ 163 c,1,3,Radial Velocity,2013,La Silla Observatory,25.63058,0.1254,2.5,6.8,6,15.1285
GJ 163 d,1,3,Radial Velocity,2013,La Silla Observatory,603.95116,1.0304,5.92,29.4,6,15.1285
GJ 179 b,1,1,Radial Velocity,2009,W. M. Keck Observatory,2288,2.41,13.8,301.93699,,12.356
GJ 180 b,1,3,Radial Velocity,2014,Multiple Observatories,17.133,0.092,2.43,6.49,,11.9407
GJ 180 c,1,3,Radial Velocity,2014,Multiple Observatories,24.329,0.129,2.41,6.4,,11.9407
GJ 180 d,1,3,Radial Velocity,2020,Multiple Facilities,106.3,0.309,2.66,7.56,,11.9407
GJ 2030 b,1,2,Radial Velocity,2022,Multiple Observatories,2.38129,0.034,2.03,4.76743,,37.0788
GJ 2030 c,1,2,Radial Velocity,2022,Multiple Observatories,25533.11353,16.761,12.3,4069.15709,,37.0788
GJ 2056 b,1,1,Radial Velocity,2020,Multiple Observatories,69.971,0.283,4.17,16.2,,28.4434
GJ 229 A c,2,2,Radial Velocity,2020,Multiple Facilities,121.93268,0.384,2.87,8.58137,0.4,5.75624
GJ 229 b,2,2,Radial Velocity,2014,Multiple Observatories,579.47495,1.086,3.97,14.93794,0.4,5.75624
GJ 251 b,1,1,Radial Velocity,2020,W. M. Keck Observatory,14.238,0.0818,1.83,4,,5.58057
GJ 27.1 b,1,1,Radial Velocity,2014,Multiple Observatories,15.819,0.101,3.66,13,,23.6062
GJ 273 b,1,2,Radial Velocity,2017,La Silla Observatory,18.6498,0.091101,1.51,2.89,,5.921535
GJ 273 c,1,2,Radial Velocity,2017,La Silla Observatory,4.7234,0.036467,1.06,1.18,,5.921535
GJ 3021 b,2,1,Radial Velocity,2000,La Silla Observatory,133.71,0.49,13.1,1071.04,0.37,17.5559
GJ 3082 b,1,1,Radial Velocity,2020,Multiple Facilities,11.949,0.079,2.79,8.2,,16.6186
GJ 3090 b,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),2.8531054,0.03165,2.13,3.34,,22.4751
GJ 3138 b,1,3,Radial Velocity,2017,La Silla Observatory,1.22003,0.0197,1.18,1.78,,28.4712
GJ 3138 c,1,3,Radial Velocity,2017,La Silla Observatory,5.974,0.057,1.88,4.18,,28.4712
GJ 3138 d,1,3,Radial Velocity,2017,La Silla Observatory,257.8,0.698,3.23,10.5,,28.4712
GJ 317 b,1,2,Radial Velocity,2007,W. M. Keck Observatory,695.66,1.151,13.3,794.5,5,15.1968
GJ 317 c,1,2,Radial Velocity,2018,W. M. Keck Observatory,6739.323,5.23,13.5,522.5,5,15.1968
GJ 3222 b,2,1,Radial Velocity,2022,Multiple Observatories,10.66669,0.091,3.4,11.44182,,18.23817
GJ 328 b,1,2,Radial Velocity,2013,McDonald Observatory,3771,4.11,13.3,797.7493,,20.5266
GJ 328 c,1,2,Radial Velocity,2023,Roque de los Muchachos Observatory,241.8,0.657,4.91,21.4,,20.5266
GJ 3293 b,1,4,Radial Velocity,2015,La Silla Observatory,30.5987,0.14339,5.19,23.54,,20.1903
GJ 3293 c,1,4,Radial Velocity,2015,La Silla Observatory,122.6196,0.36175,4.87,21.09,,20.1903
GJ 3293 d,1,4,Radial Velocity,2017,La Silla Observatory,48.1345,0.19394,2.67,7.6,,20.1903
GJ 3293 e,1,4,Radial Velocity,2017,La Silla Observatory,13.2543,0.08208,1.63,3.28,,20.1903
GJ 3323 b,1,2,Radial Velocity,2017,La Silla Observatory,5.3636,0.03282,1.23,2.02,,5.37484
GJ 3323 c,1,2,Radial Velocity,2017,La Silla Observatory,40.54,0.1264,1.32,2.31,,5.37484
GJ 3341 b,1,1,Radial Velocity,2015,La Silla Observatory,14.207,0.089,2.46,6.6,,23.619
GJ 338 B b,2,1,Radial Velocity,2020,Calar Alto Observatory,24.422,0.142,3.25,10.6,4,6.33256
GJ 3470 b,1,1,Radial Velocity,2012,La Silla Observatory,3.3366496,0.0355,4.57,13.9,1.65,29.4214
GJ 3473 b,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1.1980035,0.01589,1.264,1.86,,27.3644
GJ 3473 c,2,2,Radial Velocity,2020,Multiple Observatories,15.509,0.0876,2.63,7.41,,27.3644
GJ 3512 b,1,2,Radial Velocity,2019,Calar Alto Observatory,203.69,0.337,14.3,146.20107,5.5,9.48637
GJ 3512 c,1,2,Radial Velocity,2020,Multiple Observatories,1599.6,1.292,9.32,63.56568,5.5,9.48637
GJ 357 b,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),3.9306,0.036,1.2,1.84,,9.44181
GJ 357 c,1,3,Radial Velocity,2019,Multiple Observatories,9.1247,0.061,1.66,3.4,,9.44181
GJ 357 d,1,3,Radial Velocity,2019,Multiple Observatories,55.661,0.204,2.34,6.1,,9.44181
GJ 3634 b,1,1,Radial Velocity,2010,La Silla Observatory,2.64561,0.0287,2.83,8.4,5,20.3779
GJ 367 b,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0.3219225,0.00709,0.699,0.633,,9.41263
GJ 367 c,1,3,Radial Velocity,2023,La Silla Observatory,11.5301,,1.86,4.13,,9.41263
GJ 367 d,1,3,Radial Velocity,2023,La Silla Observatory,34.369,,2.33,6.03,,9.41263
GJ 3779 b,1,1,Radial Velocity,2018,Calar Alto Observatory,3.0232,0.026,2.75,8,,13.743
GJ 3929 b,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),2.616235,0.0252,1.09,1.75,7.1,15.8095
GJ 3929 c,1,2,Radial Velocity,2022,Multiple Observatories,15.04,0.081,2.26,5.71,7.1,15.8095
GJ 393 b,1,1,Radial Velocity,2021,Multiple Observatories,7.02679,0.05402,1.17,1.71,,7.03149
GJ 3942 b,1,1,Radial Velocity,2017,Roque de los Muchachos Observatory,6.905,0.0608,2.57,7.14,,16.9287
GJ 3988 b,1,1,Radial Velocity,2023,Calar Alto Observatory,6.9442,0.0405,1.74,3.69,,9.9105
GJ 3998 b,1,2,Radial Velocity,2016,Roque de los Muchachos Observatory,2.64977,0.029,1.38,2.47,,18.1459
GJ 3998 c,1,2,Radial Velocity,2016,Roque de los Muchachos Observatory,13.74,0.089,2.38,6.26,,18.1459
GJ 411 b,1,2,Radial Velocity,2019,Haute-Provence Observatory,12.9394,0.07879,1.45,2.69,8.047,5.675773
GJ 414 A b,2,2,Radial Velocity,2021,W. M. Keck Observatory,50.8,0.2324,2.63,7.6,12.4,11.8893
GJ 414 A c,2,2,Radial Velocity,2021,W. M. Keck Observatory,749.83,1.4,8.4,53.83,12.4,11.8893
GJ 422 b,1,1,Radial Velocity,2014,Multiple Observatories,20.129,0.111,3.33,11.07,,12.6631
GJ 4276 b,1,1,Radial Velocity,2019,Calar Alto Observatory,13.352,0.082,4.22,16.57,6.9,21.3362
GJ 433 b,1,3,Radial Velocity,2011,La Silla Observatory,7.3705,0.062,2.33,6.043,,9.06456
GJ 433 c,1,3,Radial Velocity,2014,Multiple Observatories,5094.105,4.819,6.27,32.422,,9.06456
GJ 433 d,1,3,Radial Velocity,2020,Multiple Facilities,36.059,0.178,2.14,5.223,,9.06456
GJ 436 b,1,1,Radial Velocity,2004,W. M. Keck Observatory,2.64388312,0.0291,4.17,22.1,6,9.75321
GJ 463 b,1,1,Radial Velocity,2022,Multiple Observatories,3448,3.53,13,1144.18227,,18.3554
GJ 480 b,1,1,Radial Velocity,2020,Multiple Observatories,9.567,0.068,3.69,13.2,,14.2358
GJ 486 b,1,1,Radial Velocity,2021,Calar Alto Observatory,1.467119,0.01734,1.305,2.82,,8.07426
GJ 504 b,1,1,Imaging,2013,Subaru Telescope,,43.5,13,1271.3,0.16,17.5299
GJ 514 b,1,1,Radial Velocity,2022,Multiple Observatories,140.43,0.422,2.13,5.2,0.8,7.61778
GJ 536 b,1,1,Radial Velocity,2016,La Silla Observatory,8.7076,0.06661,2.17,5.36,0.4,10.4092
GJ 581 b,1,3,Radial Velocity,2005,La Silla Observatory,5.3686,0.04061,4.11,15.8,4.3,6.2981
GJ 581 c,1,3,Radial Velocity,2007,La Silla Observatory,12.914,0.0721,2.21,5.5,4.3,6.2981
GJ 581 e,1,3,Radial Velocity,2009,La Silla Observatory,3.149,0.02815,1.17,1.7,4.3,6.2981
GJ 625 b,1,1,Radial Velocity,2017,Multiple Observatories,14.628,0.078361,1.49,2.82,,6.47249
GJ 649 b,1,1,Radial Velocity,2009,W. M. Keck Observatory,600.1,1.112,10.8,81.99973,0.44,10.3796
GJ 667 C b,3,5,Radial Velocity,2012,La Silla Observatory,7.203,0.050431,2.25,5.68,2,7.24396
GJ 667 C c,3,5,Radial Velocity,2013,La Silla Observatory,28.14,0.125,1.77,3.8,2,7.24396
GJ 667 C e,3,5,Radial Velocity,2013,La Silla Observatory,62.24,0.213,1.45,2.7,2,7.24396
GJ 667 C f,3,5,Radial Velocity,2013,La Silla Observatory,39.026,0.156,1.45,2.7,2,7.24396
GJ 667 C g,3,5,Radial Velocity,2013,La Silla Observatory,256.2,0.549,1.99,4.6,2,7.24396
GJ 674 b,1,1,Radial Velocity,2007,La Silla Observatory,4.6938,0.039,3.33,11.09,0.55,4.54896
GJ 676 A b,2,4,Radial Velocity,2010,La Silla Observatory,1051.44521,1.735,12.8,1840.86213,,16.0272
GJ 676 A c,2,4,Radial Velocity,2016,Paranal Observatory,13921.42302,9.726,12.3,4288.14087,,16.0272
GJ 676 A d,2,4,Radial Velocity,2012,La Silla Observatory,3.60076,0.039,1.78,3.81394,,16.0272
GJ 676 A e,2,4,Radial Velocity,2012,La Silla Observatory,35.47358,0.181,2.47,6.6744,,16.0272
GJ 680 b,2,1,Radial Velocity,2022,Multiple Observatories,17281.66514,10.138,12,7977.49302,,9.67315
GJ 682 b,1,2,Radial Velocity,2014,Multiple Observatories,17.478,0.08,1.93,4.4,,5.00671
GJ 682 c,1,2,Radial Velocity,2014,Multiple Observatories,57.32,0.176,2.89,8.7,,5.00671
GJ 685 b,1,1,Radial Velocity,2019,Roque de los Muchachos Observatory,24.16,0.1344,2.95,9,,14.3155
GJ 687 b,1,2,Radial Velocity,2014,Lick Observatory,38.142,0.163,4.32,17.2,,4.54939
GJ 687 c,1,2,Radial Velocity,2020,Multiple Observatories,727.562,1.165,4.14,16,,4.54939
GJ 720 A b,2,1,Radial Velocity,2021,Roque de los Muchachos Observatory,19.466,0.119,3.77,13.64,,15.5575
GJ 724 b,1,1,Radial Velocity,2023,Calar Alto Observatory,5.101284,0.04685,3.27,10.75,,16.9658
GJ 740 b,1,1,Radial Velocity,2021,Multiple Observatories,2.37756,0.029,1.53,2.96,,11.1017
GJ 806 b,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0.9263237,0.01406,1.331,1.9,5,12.0445
GJ 806 c,1,2,Radial Velocity,2023,Multiple Observatories,6.64064,0.0523,2.28,5.8,5,12.0445
GJ 832 b,1,1,Radial Velocity,2008,Anglo-Australian Telescope,3853,3.7,13.8,314.65012,8.1,4.96435
GJ 849 b,1,2,Radial Velocity,2006,W. M. Keck Observatory,1925.31,2.32,13.9,283.82077,3,8.80058
GJ 849 c,1,2,Radial Velocity,2014,W. M. Keck Observatory,5990,4.95,13.8,314.65012,3,8.80058
GJ 86 b,2,1,Radial Velocity,1999,La Silla Observatory,15.76491,0.11,12.9,1404.8086,11.3,10.7836
GJ 876 b,1,4,Radial Velocity,1998,Multiple Observatories,61.1166,0.208317,13.3,723.2235,1,4.67517
GJ 876 c,1,4,Radial Velocity,2000,Multiple Observatories,30.0881,0.12959,14,226.9846,1,4.67517
GJ 876 d,1,4,Radial Velocity,2005,W. M. Keck Observatory,1.93778,0.020807,2.51,6.83,1,4.67517
GJ 876 e,1,4,Radial Velocity,2010,W. M. Keck Observatory,124.26,0.3343,3.92,14.6,1,4.67517
GJ 887 b,1,2,Radial Velocity,2020,La Silla Observatory,9.262,0.068,1.88,4.2,2.88,3.29
GJ 887 c,1,2,Radial Velocity,2020,La Silla Observatory,21.789,0.12,2.67,7.6,2.88,3.29
GJ 896 A b,2,1,Astrometry,2022,Very Long Baseline Array,284.39,0.63965,13.3,718.2922,,6.26022
GJ 9066 c,1,1,Radial Velocity,2020,Multiple Observatories,771.36,0.88,9.6,66.74397,,4.471
GJ 9404 b,1,1,Radial Velocity,2023,Roque de los Muchachos Observatory,13.4586,0.0943,3.48,11.9,,23.8839
GJ 96 b,1,1,Radial Velocity,2018,Haute-Provence Observatory,73.94,0.291,4.67,19.66,,11.9315
GJ 9689 b,1,1,Radial Velocity,2020,Roque de los Muchachos Observatory,18.27,0.1139,3.07,9.65,8.9,30.6203
GJ 9714 b,1,1,Radial Velocity,2022,Multiple Observatories,19240.75467,12.319,12.5,2988.54051,,20.5121
GJ 9827 b,1,3,Transit,2017,K2,1.2089819,0.0188,1.577,5.14,10,29.661
GJ 9827 c,1,3,Transit,2017,K2,3.648096,0.03925,1.241,1.3,10,29.661
GJ 9827 d,1,3,Transit,2017,K2,6.20147,0.0559,2.022,3.53,10,29.661
GPX-1 b,1,1,Transit,2021,Acton Sky Portal Observatory,1.744579,0.0338,16.477,6261.21962,0.27,655.013
GQ Lup b,1,1,Imaging,2004,Paranal Observatory,,100,33.6,6356,0.001,151.169
GSC 06214-00210 b,1,1,Imaging,2010,Palomar Observatory,,320,20.176,5000,0.005,108.5
GU Psc b,1,1,Imaging,2014,Gemini Observatory,,2000,14.179,3591.3,0.1,47.5501
Gaia-1 b,1,1,Transit,2022,European Space Agency (ESA) Gaia Satellite,3.052524,0.04047,13.776,533.95172,,363.66
Gaia-2 b,1,1,Transit,2022,European Space Agency (ESA) Gaia Satellite,3.6915224,0.0467,14.818,259.66581,,209.229
Gl 378 b,1,1,Radial Velocity,2019,Haute-Provence Observatory,3.822,0.039435,3.66,13.02,,14.9545
Gl 49 b,2,1,Radial Velocity,2019,Multiple Observatories,13.8508,0.0905,2.24,5.63,,9.8528
Gl 686 b,1,1,Radial Velocity,2018,Roque de los Muchachos Observatory,15.53,0.091,2.46,6.624,,8.15728
HAT-P-1 b,2,1,Transit,2006,HATNet,4.46529976,0.05561,14.785,166.86075,3.6,158.979
HAT-P-11 b,1,2,Transit,2008,HATNet,4.88780244,0.05254,4.36,26.69772,6.5,37.7647
HAT-P-11 c,1,2,Radial Velocity,2018,W. M. Keck Observatory,3407,4.13,13.3,731.009,6.5,37.7647
HAT-P-12 b,1,1,Transit,2009,HATNet,3.2130598,0.0384,10.749,67.059,2.5,142.751
HAT-P-13 b,1,2,Transit,2009,HATNet,2.91625,0.04383,14.258,270.462,5,246.81
HAT-P-13 c,1,2,Radial Velocity,2009,W. M. Keck Observatory,446.27,1.258,12.3,4538.421,5,246.81
HAT-P-14 b,2,1,Transit,2010,HATNet,4.62767,0.0596,15.917,1093.3352,1.6,222.663
HAT-P-15 b,1,1,Transit,2010,HATNet,10.8635,0.0965,11.882,616.5902,6.8,192.516
HAT-P-16 b,3,1,Transit,2010,HATNet,2.77596,0.0413,14.448,1332.605,2,226.637
HAT-P-17 b,1,2,Transit,2010,HATNet,10.33852,0.0882,11.769,184.3414,7.8,92.3831
HAT-P-17 c,1,2,Radial Velocity,2010,W. M. Keck Observatory,5584,5.6,13.1,1080.6,7.8,92.3831
HAT-P-18 b,1,1,Transit,2010,HATNet,5.508023,0.0559,11.153,62.61,12.4,161.4
HAT-P-19 b,1,1,Transit,2010,HATNet,4.008778,0.0466,12.689,92.802,8.8,202.078
HAT-P-2 b,1,2,Transit,2007,HATNet,5.6335158,0.06814,12.663,2866.81223,1.44,127.774
HAT-P-2 c,1,2,Radial Velocity,2023,Multiple Observatories,8500,,12.4,3400.76395,1.44,127.774
HAT-P-20 b,1,1,Transit,2010,HATNet,2.875317,0.0361,9.718,2302.899,6.7,71.0374
HAT-P-21 b,1,1,Transit,2010,HATNet,4.12448,0.0494,12.442,1547.8321,10.2,277.278
HAT-P-22 b,2,1,Transit,2010,HATNet,3.21222,0.0414,12.89,785.0401,12.4,81.7647
HAT-P-23 b,1,1,Transit,2010,HATNet,1.212884,0.0232,15.334,664.237,4,364.813
HAT-P-24 b,2,1,Transit,2010,HATNet,3.35524,0.04651,14.572,238.3725,2.8,415.344
HAT-P-25 b,1,1,Transit,2010,HATNet,3.65281514,0.0466,12.722,180.84527,3.2,300.384
HAT-P-26 b,1,1,Transit,2010,HATNet,4.23452,0.0479,7.062,22.2481,9,141.837
HAT-P-27 b,2,1,Transit,2011,HATNet,3.039577,0.04,11.43,197.05,4.4,199.173
HAT-P-28 b,1,1,Transit,2011,HATNet,3.257215,0.0434,13.585,198.953,6.1,401.319
HAT-P-29 b,2,1,Transit,2011,HATNet,5.72319,0.0667,13.115,279.6904,2.2,313.576
HAT-P-3 b,2,1,Transit,2007,HATNet,2.8997,0.03866,10.536,206.5895,1.6,134.554
HAT-P-30 b,2,1,Transit,2011,HATNet,2.8106,0.0419,16.141,263.7989,1,213.985
HAT-P-31 b,1,1,Transit,2011,HATNet,5.00542,0.061,12.218,721.4741,3.17,344.05
HAT-P-32 b,2,1,Transit,2011,HATNet,2.1500082,0.03397,22.194,216.1244,2.7,289.205
HAT-P-33 b,2,1,Transit,2011,HATNet,3.47447,0.04995,20.737,292.4036,2.3,396.11
HAT-P-34 b,1,1,Transit,2011,HATNet,5.452654,0.06774,13.417,1058.3739,1.7,249.325
HAT-P-35 b,3,1,Transit,2011,HATNet,3.646706,0.04978,14.93,335.62848,3.5,506.965
HAT-P-36 b,1,1,Transit,2011,HATNet,1.32734683,0.0241,14.314,587.41341,6.6,294.419
HAT-P-37 b,1,1,Transit,2011,HATNet,2.797436,0.0379,13.204,371.528,3.6,390.594
HAT-P-38 b,1,1,Transit,2012,HATNet,4.640382,0.0523,9.247,84.857,10.1,255.206
HAT-P-39 b,2,1,Transit,2012,HATNet,3.54387,0.0509,17.609,190.372,2,697.004
HAT-P-4 b,2,1,Transit,2007,HATNet,3.056536,0.04438,14.28,213.255,3.9,320.451
HAT-P-40 b,1,1,Transit,2012,HATNet,4.45724,0.0608,17.038,152.5584,2.7,464.469
HAT-P-41 b,2,1,Transit,2012,HATNet,2.69405,0.04258,22.978,378.2177,2.2,348.185
HAT-P-42 b,1,1,Transit,2012,HATNet,4.641878,0.0575,14.348,331.801,5.2,405.238
HAT-P-43 b,1,1,Transit,2012,HATNet,3.3326414,0.0444,13.63,210.395,5.7,528.825
HAT-P-44 b,1,2,Transit,2014,HATNet,4.301219,0.0507,13.922,111.871,7.5,347.85
HAT-P-44 c,1,2,Radial Velocity,2014,W. M. Keck Observatory,872.2,1.752,13,1271.3,7.5,347.85
HAT-P-45 b,1,1,Transit,2014,HATNet,3.128992,0.0452,15.984,283.492,2,298.64
HAT-P-46 b,1,1,Transit,2014,HATNet,4.463129,0.0577,14.392,156.684,2.5,290.736
HAT-P-49 b,1,1,Transit,2014,HATNet,2.69155,0.04378,17.822,699.226,1.5,350.351
HAT-P-5 b,1,1,Transit,2007,HATNet,2.78849,0.04073,13.563,311.4734,2.6,303.336
HAT-P-50 b,1,1,Transit,2015,HATNet,3.1220109,0.0453,14.437,429.0705,3.37,515.458
HAT-P-51 b,1,1,Transit,2015,HATNet,4.2180278,0.05069,14.493,98.20947,8.2,440.089
HAT-P-52 b,1,1,Transit,2015,HATNet,2.7535953,0.03694,11.31,259.98494,9.4,361.155
HAT-P-53 b,1,1,Transit,2015,HATNet,1.9616241,0.03159,14.773,471.65972,4.67,666.802
HAT-P-54 b,1,1,Transit,2015,HATNet,3.799847,0.04117,10.581,241.5508,3.9,143.651
HAT-P-55 b,1,1,Transit,2015,HATNet,3.5852467,0.04604,13.249,184.97706,4.2,511.388
HAT-P-56 b,1,1,Transit,2015,HATNet,2.79083,0.0423,16.926,734.1873,2.01,320.639
HAT-P-57 b,3,1,Transit,2015,HATNet,2.4653,0.0406,19.504,448.1403,1,279.86
HAT-P-58 b,1,1,Transit,2021,HATNet,4.0138379,0.04994,14.93,118.23217,7.11,515.59
HAT-P-59 b,1,1,Transit,2021,HATNet,4.1419771,0.05064,12.588,489.45575,7.3,265.471
HAT-P-6 b,1,1,Transit,2007,HATNet,3.85298,0.05239,16.589,419.5356,2.3,275.358
HAT-P-60 b,1,1,Transit,2021,HATNet,4.7947813,0.06277,18.282,182.43351,2.765,233.22
HAT-P-61 b,1,1,Transit,2021,HATNet,1.90231289,0.0301,10.077,335.94463,2.6,338.84
HAT-P-62 b,1,1,Transit,2021,HATNet,2.6453235,0.03772,12.027,241.86742,8.1,348.815
HAT-P-63 b,1,1,Transit,2021,HATNet,3.377728,0.04294,12.543,195.14664,9,4483.05
HAT-P-64 b,1,1,Transit,2021,HATNet,4.007232,0.05387,19.089,184.34048,2.88,651.897
HAT-P-65 b,1,1,Transit,2016,HATNet,2.6054552,0.03951,21.185,167.49641,5.46,738.519
HAT-P-66 b,1,1,Transit,2016,HATNet,2.972086,0.04363,17.822,248.86089,4.66,935.456
HAT-P-67 b,2,1,Transit,2017,HATNet,4.8101025,0.06505,23.371,108.0622,1.24,371.686
HAT-P-68 b,1,1,Transit,2020,HATNet,2.29840551,0.02996,12.016,230.10892,11.1,202.152
HAT-P-69 b,1,1,Transit,2019,HATNet,4.7869491,0.06555,18.786,1137.8314,1.27,341.263
HAT-P-7 b,2,1,Transit,2008,HATNet,2.20474,0.03676,16.926,584.8072,2.07,341.079
HAT-P-70 b,1,1,Transit,2019,HATNet,2.74432452,0.04739,20.961,2154.8874,0.6,330.739
HAT-P-8 b,3,1,Transit,2008,HATNet,3.07634,0.04496,15.693,406.8224,3.4,211.553
HAT-P-9 b,1,1,Transit,2008,HATNet,3.92281072,0.05287,15.614,238.05467,1.6,455.203
HATS-1 b,1,1,Transit,2012,HATSouth,3.446459,0.0444,14.594,589.55,6,283.971
HATS-10 b,1,1,Transit,2015,HATSouth,3.312846,0.04491,10.862,167.17858,3.3,534.889
HATS-11 b,1,1,Transit,2016,HATSouth,3.619188,0.0507,18.03,263.7989,7.7,944.603
HATS-12 b,1,1,Transit,2016,HATSouth,3.142702,0.0441,7.76,759.6137,2.36,746.138
HATS-13 b,1,1,Transit,2015,HATSouth,3.0440499,0.04057,13.585,172.58169,2.5,421.855
HATS-14 b,1,1,Transit,2015,HATSouth,2.7667641,0.03815,11.646,340.39593,4.9,513.011
HATS-15 b,1,1,Transit,2016,HATSouth,1.74748753,0.02712,12.386,689.6911,11,1139.55
HATS-16 b,1,1,Transit,2016,HATSouth,2.686502,0.03744,14.572,1039.3041,9.5,757.044
HATS-17 b,1,1,Transit,2016,HATSouth,16.254611,0.1308,8.709,425.25654,2.1,400.331
HATS-18 b,1,1,Transit,2016,Multiple Observatories,0.83784,0.0174,14.897,629.14449,4.2,624.368
HATS-2 b,1,1,Transit,2013,HATSouth,1.354133,0.023,13.092,427.463,9.7,341.925
HATS-22 b,1,1,Transit,2017,HATSouth,4.7228124,0.05025,10.682,870.8542,,229.518
HATS-23 b,1,1,Transit,2017,HATSouth,2.1605156,0.03397,20.849,467.2101,4.2,639.004
HATS-24 b,1,1,Transit,2017,HATSouth,1.3484978,0.0238,15.637,718.2958,3.7,494.182
HATS-25 b,1,1,Transit,2016,HATSouth,4.2986432,0.05163,14.123,194.82979,7.5,471.158
HATS-26 b,1,1,Transit,2016,HATSouth,3.3023881,0.04735,19.616,206.5895,4.04,861.843
HATS-27 b,1,1,Transit,2016,HATSouth,4.637038,0.0611,16.814,168.4499,2.3,816.988
HATS-28 b,1,1,Transit,2016,HATSouth,3.1810781,0.04131,13.384,213.58176,6.2,535.383
HATS-29 b,1,1,Transit,2016,HATSouth,4.6058749,0.05475,14.022,207.54299,5.5,353.891
HATS-3 b,1,1,Transit,2013,HATSouth,3.547851,0.0485,15.48,340.382,3.2,411.211
HATS-30 b,2,1,Transit,2016,HATSouth,3.1743516,0.04354,13.171,224.38798,2.3,342.14
HATS-31 b,1,1,Transit,2016,HATSouth,3.37796,0.0478,18.383,279.6904,4.3,773.974
HATS-32 b,1,1,Transit,2016,HATSouth,2.8126548,0.04024,14,292.4036,3.5,745.116
HATS-33 b,1,1,Transit,2016,HATSouth,2.5495551,0.03727,13.787,378.85336,3,248.46
HATS-34 b,1,1,Transit,2016,HATSouth,2.1061607,0.03166,16.029,299.07803,7.7,508.842
HATS-35 b,1,1,Transit,2016,HATSouth,1.8209993,0.03199,16.41,388.38826,2.13,514.555
HATS-36 b,1,1,Transit,2018,HATSouth,4.175186,0.0523,12.92,1022.14128,0.62,856.436
HATS-37 A b,2,1,Transit,2020,HATSouth,4.3315366,0.04913,6.793,31.46517,11.46,211.896
HATS-38 b,1,1,Transit,2020,HATSouth,4.375021,0.05036,6.882,23.51942,11.89,343.525
HATS-39 b,1,1,Transit,2018,HATSouth,4.5776348,0.06007,17.598,200.2329,2.06,878.521
HATS-4 b,1,1,Transit,2014,HATSouth,2.516729,0.0362,11.433,420.471,2.1,416.459
HATS-40 b,1,1,Transit,2018,HATSouth,3.2642736,0.04997,17.71,505.3497,2.07,1342.29
HATS-41 b,1,1,Transit,2018,HATSouth,4.193649,0.0583,14.908,3082.951,1.34,737.668
HATS-42 b,1,1,Transit,2018,HATSouth,2.292102,0.03689,15.693,597.5204,3.26,800.377
HATS-43 b,1,1,Transit,2018,HATSouth,4.3888497,0.04944,13.227,82.95363,8.6,362.273
HATS-44 b,1,1,Transit,2018,HATSouth,2.7439004,0.03649,11.96,177.9848,9.7,446.035
HATS-45 b,1,1,Transit,2018,HATSouth,4.1876244,0.05511,14.415,222.481,1.52,772.11
HATS-46 b,1,1,Transit,2018,HATSouth,4.7423729,0.05367,10.122,54.98459,3,453.808
HATS-47 b,1,1,Transit,2020,HATSouth,3.9228038,0.04269,12.52,117.27927,8.1,300.67
HATS-48 A b,2,1,Transit,2020,HATSouth,3.1316666,0.03769,8.967,77.23269,11.97,263.609
HATS-49 b,1,1,Transit,2020,HATSouth,4.1480467,0.04515,8.575,112.19399,10.5,324.413
HATS-5 b,1,1,Transit,2014,HATSouth,4.763387,0.0542,10.223,75.323,3.6,246.384
HATS-50 b,1,1,Transit,2017,HATSouth,3.8297015,0.05046,12.666,123.9537,1.2,756.742
HATS-51 b,1,1,Transit,2017,HATSouth,3.3488702,0.04639,15.805,244.09344,4.74,389.57
HATS-52 b,1,1,Transit,2017,HATSouth,1.36665436,0.02498,15.491,711.9392,1.2,555.134
HATS-53 b,1,1,Transit,2017,HATSouth,3.8537768,0.04753,15.02,189.10885,9,585.77
HATS-54 b,1,1,Transit,2019,HATSouth,2.5441765,0.037,11.377,239.32479,7.96,748.585
HATS-55 b,1,1,Transit,2019,HATSouth,4.2042001,0.05412,14.022,292.72143,0.4,609.838
HATS-56 b,1,1,Transit,2019,HATSouth,4.324799,0.06043,18.921,191.33366,1.894,564.409
