Date Reported,Date Occurred,Time Occurred,Area Name,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Description,Address,Cross Street,Location
11/17/2020,11/17/2020,1600,77th Street,3601 4025 3037 3003 3027 3101,75,M,H,STREET,WESTERN,89TH                         ST,"(33.9563, -118.309)"
11/19/2020,11/18/2020,2115,Southeast,1218 4025 3037 3008 3029 3027 3101,25,M,H,STREET,MAIN                         ST,120TH                        ST,"(33.9237, -118.2739)"
11/20/2020,11/19/2020,1910,Van Nuys,3003 3027 3029 3037 3103 4026,24,M,H,STREET,BURBANK                      BL,NATICK                       AV,"(34.1721, -118.4542)"
11/21/2020,11/21/2020,340,West LA,3006 3035 3037 3101 3401 3701 4027 3027,28,M,H,STREET,PACIFIC COAST                HY,COASTLINE                    DR,"(34.0398, -118.5608)"
11/22/2020,11/21/2020,2320,Newton,3027 0605 3101 3401 3701 3034 3023 3011 3036,30,M,B,STREET,PASADENA                     FY,ADAMS                        BL,"(34.0289, -118.2686)"
11/23/2020,11/22/2020,1940,77th Street,4025 3037 3003 3027 3029 3103 1402 3501,50,M,H,STREET,CENTRAL                      AV,78TH                         ST,"(33.968, -118.2564)"
11/23/2020,11/23/2020,10,Southwest,3101 3029 3038 3601 4025 3037 3004 3027,27,M,H,STREET,WEST                         BL,ADAMS                        BL,"(34.0326, -118.3417)"
11/23/2020,11/23/2020,550,Rampart,3027 0605 3101 3401 3701 3003 3036,77,F,A,STREET,UNION                        AV,MIRAMAR                      ST,"(34.0616, -118.2675)"
11/24/2020,11/24/2020,355,Southwest,4025 3036 3004 3034 3027 3029 3101,39,M,H,STREET,BUCKINGHAM                   DR,EXPOSITION                   BL,"(34.0251, -118.3405)"
11/26/2020,11/25/2020,2145,Foothill,4026 3009 3027 3037 3033 3101 3034 3602,33,M,H,STREET,HOLLYWOOD                    WY,SATICOY,"(34.2085, -118.3486)"
11/26/2020,11/25/2020,2230,Harbor,4025 3037 3027 3101 3009,35,M,W,STREET,HARBORGATE                   WY,KNOX                         ST,"(33.8542, -118.3035)"
11/26/2020,11/26/2020,100,Northeast,3027 3101 0605 3401 3701 3034 3021 3036 3011,34,M,W,STREET,EAGLE ROCK                   BL,AVENUE 35,"(34.1149, -118.236)"
11/26/2020,11/26/2020,1135,Southeast,4025 3036 3003 3027 3101 3601,10,M,H,STREET,FIGUEROA                     ST,CENTURY                      BL,"(33.9455, -118.2826)"
11/28/2020,11/28/2020,1835,Newton,3003 3027 0605 3101 3401 3701 3021 3036,30,F,H,STREET,43RD                         ST,HOOPER                       AV,"(34.0057, -118.2521)"
11/30/2020,11/30/2020,1100,Central,3003 3027 0605 3101 3401 3701 3037 1218,66,M,K,STREET,OLYMPIC                      BL,LA LIVE                      WY,"(34.0466, -118.2684)"
12/01/2020,12/01/2020,530,Hollywood,3027 3014 3034 3037 3101 3401 3701 4027,,M,O,STREET,ODIN                         ST,CAHUENGA                     BL,"(34.1113, -118.334)"
12/02/2020,12/02/2020,510,Olympic,3003 3035 3037 3101 3401 3701 4027 3027,41,M,H,STREET,WESTERN                      AV,5TH                          ST,"(34.0653, -118.3091)"
12/04/2020,12/04/2020,1035,Hollenbeck,3027 0605 3101 3401 3701 3029 3003,82,M,H,STREET,WHITTIER                     BL,MOTT                         ST,"(34.0332, -118.213)"
12/07/2020,12/05/2020,320,Central,0605 3004 3027 3101 3401 3701,31,M,W,STREET,5TH,WALL                         ST,"(34.0449, -118.2459)"
12/07/2020,12/07/2020,635,Rampart,0605 3101 3401 3701 3027 3029 3013,29,M,H,STREET,GLENDALE,RESERVOIR,"(34.078, -118.2605)"
12/07/2020,12/07/2020,1555,Hollenbeck,0605 3101 3401 3701 3011 3027 3036,,M,W,STREET,HUBBARD                      ST,INDIANA                      ST,"(34.0248, -118.1956)"
12/11/2020,12/11/2020,617,Southeast,3501 3029 3601 1218 3027 3003 1402,38,M,H,STREET,IMPERIAL                     HY,SLATER                       ST,"(33.9323, -118.2502)"
12/12/2020,12/12/2020,40,Southeast,4025 3037 3011 3034 3027 3101,33,F,H,STREET,CENTRAL                      AV,95TH                         ST,"(33.9503, -118.2542)"
12/16/2020,12/16/2020,500,Devonshire,1218 3003 3027 3029 3037 3101 4026,46,F,H,STREET,ROSCOE                       BL,LURLINE                      AV,"(34.22, -118.5842)"
12/17/2020,12/16/2020,1825,Newton,3003 3101 3401 3701 0605 3027 3036 1218,83,F,A,STREET,WASHINGTON                   BL,TARLETON                     AV,"(34.0214, -118.2452)"
12/18/2020,12/18/2020,640,Southeast,3029 4025 3036 0101 3004 3006 3027 3602 3038 3101,42,M,H,STREET,114TH                        ST,GRAPE                        ST,"(33.9315, -118.2363)"
12/18/2020,12/18/2020,1030,77th Street,3009 3601 4025 3027 3036 3101,55,M,W,STREET,SLAUSON                      AV,DENKER                       AV,"(33.9891, -118.3045)"
12/21/2020,12/21/2020,1650,Devonshire,3004 3101 4017 3036 3027,43,F,O,STREET,WOODLEY                      AV,LASSEN                       ST,"(34.2507, -118.4849)"
12/23/2020,12/22/2020,1955,Southwest,3601 4025 3036 3003 3027 3029 3101,41,M,H,STREET,ADAMS                        BL,RIDGELEY                     DR,"(34.0325, -118.3613)"
12/23/2020,12/22/2020,2140,77th Street,3027 3501 4025 3037 3003 3101 1402,65,M,B,STREET,CENTURY                      BL,HOBART                       BL,"(33.9455, -118.3079)"
12/26/2020,12/26/2020,1245,Northeast,0605 3101 3401 3701 4024 3009 3027 3036,64,M,K,STREET,ECHO PARK                    AV,LUCRETIA                     AV,"(34.0834, -118.2544)"
12/27/2020,12/27/2020,205,Harbor,4025 3037 3011 3027 3101,55,M,B,STREET,WESTERN                      AV,PASEO DEL MAR,"(33.7244, -118.322)"
12/27/2020,12/27/2020,1740,N Hollywood,3003 3027 3036 3101 4026 3029,85,F,W,STREET,LANKERSHIM,MOORPARK,"(34.1504, -118.3659)"
01/03/2021,01/02/2021,1900,West Valley,3034 3036 4026 3027 3004 3101,27,,,STREET,SHERMAN                      WY,WHITAKER                     AV,"(34.2011, -118.4978)"
01/02/2021,01/02/2021,2050,Devonshire,3027 4026 3009 3036 3101,23,M,H,STREET,NORDHOFF                     ST,CORBIN                       AV,"(34.232, -118.5623)"
01/03/2021,01/02/2021,2240,Northeast,1218 0605 3101 3401 3701 4024 3003 3027 3036,25,F,H,STREET,SAN FERNANDO                 RD,FUTURE                       ST,"(34.0984, -118.2339)"
01/04/2021,01/03/2021,55,Harbor,3501 3601 4025 3037 3003 3027 3101,71,M,H,STREET,GAFFEY                       ST,14TH                         ST,"(33.7315, -118.2924)"
01/06/2021,01/06/2021,1230,Rampart,0605 3101 3401 3701 4024 3011 3027 3034,31,M,A,STREET,1ST                          ST,BEAUDRY                      AV,"(34.0591, -118.2542)"
01/06/2021,01/06/2021,1755,Foothill,3003 1218 3036 3029 3101 4026 3027,72,M,W,STREET,ROSCOE                       BL,WEBB                         AV,"(34.2216, -118.3925)"
01/07/2021,01/07/2021,1725,Van Nuys,3602 4026 3013 3036 3027 3101,61,F,H,STREET,VICTORY                      BL,VENTURA CANYON               AV,"(34.1867, -118.429)"
01/08/2021,01/08/2021,215,Olympic,2004 3003 3027 3029 3035 3037 3101 3401 3701 4027,26,M,H,STREET,BEVERLY                      BL,NORMANDIE                    AV,"(34.0763, -118.3004)"
01/09/2021,01/09/2021,1925,Newton,3027 0605 3101 3401 3701 4024 1218 3003 3029,25,M,H,STREET,SAN PEDRO                    ST,ADAMS                        BL,"(34.0216, -118.2613)"
01/10/2021,01/09/2021,2220,Southeast,3027 4025 3037 3004 3101 3601,,,,STREET,AVALON                       BL,IMPERIAL                     HY,"(33.931, -118.2652)"
01/11/2021,01/11/2021,1440,West LA,3009 3034 3037 3101 3401 3701 4027 3027,25,M,W,STREET,SUNSET                       BL,GUNSTON                      DR,"(34.0707, -118.4692)"
01/12/2021,01/12/2021,1159,Topanga,3027 3037 3034 3101 4026 3602 3015,66,M,B,STREET,CANOGA                       AV,ROSCOE                       BL,"(34.2198, -118.5975)"
01/13/2021,01/13/2021,1510,West LA,3004 3027 3034 3036 3101 3401 3701 4027,65,F,A,STREET,WILSHIRE                     BL,BEVERLY GLEN                 BL,"(34.0669, -118.4289)"
01/14/2021,01/14/2021,1555,Devonshire,3004 3027 3029 3037 3101 4026,47,M,W,STREET,NORDHOFF                     ST,FULLBRIGHT                   AV,"(34.2318, -118.5776)"
01/16/2021,01/16/2021,755,Central,0605 3101 3401 3701 4024 3008 3027 3029,46,M,B,STREET,7TH,OLIVE,"(34.0466, -118.2555)"
01/16/2021,01/16/2021,920,Newton,3027 0605 3101 3401 3701 4024 3003 3036,64,F,H,STREET,SAN PEDRO,68TH,"(33.9779, -118.2696)"
01/17/2021,01/17/2021,1750,Pacific,3003 3027 3029 3035 3037 3101 3401 3701 4027 1218,61,M,W,STREET,LINCOLN                      BL,FLOWER                       CT,"(34.0005, -118.4661)"
01/18/2021,01/18/2021,1020,Northeast,3027 0605 3101 3401 3701 4024 3004 3036,53,M,H,STREET,HYPERION                     AV,VALLEYBRINK                  RD,"(34.1141, -118.2755)"
01/19/2021,01/18/2021,2250,77th Street,4025 3036 3004 3027 3101 3601,,F,H,STREET,FLORENCE                     AV,CRENSHAW                     BL,"(33.9745, -118.3309)"
01/20/2021,01/19/2021,2020,Devonshire,4026 3027 3011 3037 3034 3101,,M,W,STREET,ROSCOE                       BL,HAYVENHURST                  AV,"(34.2213, -118.4921)"
01/20/2021,01/19/2021,2335,Newton,4024 0605 3401 3701 3003 3022 3029 3034 1218 3027,28,M,H,STREET,VERNON                       AV,GRAND                        AV,"(34.0038, -118.2805)"
01/20/2021,01/20/2021,1755,77th Street,3009 3027 3601 4025 3036 3101,62,F,B,STREET,VERMONT                      AV,76TH                         ST,"(33.9711, -118.2917)"
01/21/2021,01/20/2021,2155,Foothill,3034 3011 4026 3602 3037 3101 3027,,,,STREET,PAXTON                       ST,BRADLEY                      AV,"(34.2749, -118.4246)"
01/21/2021,01/21/2021,1845,Southeast,4025 3037 3034 3103 3027,53,M,H,STREET,FIGUEROA,REDONDO BEACH,"(33.9128, -118.2869)"
01/23/2021,01/23/2021,430,Newton,3027 0605 1218 3003 3029 3101 3401 3701 4024,34,M,H,STREET,ALAMEDA                      ST,22ND                         ST,"(34.0163, -118.2396)"
01/30/2021,01/29/2021,1755,Wilshire,3027 3004 3037 3101 3401 3701 4027 3035 3039,41,F,W,STREET,OLYMPIC                      BL,KENISTON                     AV,"(34.057, -118.3357)"
01/30/2021,01/30/2021,1925,Wilshire,3003 3027 3035 3037 3101 3401 3701 4027,36,M,W,STREET,1ST,CITRUS,"(34.0736, -118.3397)"
03/04/2021,01/31/2021,1115,West LA,3018 3027 3035 3037 3101 3401 3701 4027,12,F,W,STREET,ENCHANTED                    WY,SCENIC                       PL,"(34.0523, -118.5489)"
02/01/2021,01/31/2021,2225,Southeast,3013 3601 4025 3037 3027 3101,41,F,B,STREET,S  BROADWAY,W  COLDEN                       AV,"(33.9492, -118.2784)"
02/02/2021,02/02/2021,615,Southwest,3501 4025 3037 3003 3101 3027 3601,34,M,W,STREET,LA CIENEGA                   BL,OBAMA                        BL,"(34.0217, -118.3724)"
02/02/2021,02/02/2021,1749,Southeast,3501 3601 4025 3037 3003 3027 1218 3029 3101,66,F,H,STREET,MAIN                         ST,98TH                         ST,"(33.9472, -118.2739)"
02/02/2021,02/02/2021,1915,Hollenbeck,3027 3401 0605 3101 3701 4024 3003 3036,53,F,W,STREET,MARENGO                      ST,STATE                        ST,"(34.0578, -118.2102)"
02/03/2021,02/02/2021,2020,Harbor,3601 4025 3027 3036 3003 3103,59,M,B,STREET,PACIFIC COAST,FRAMPTON,"(33.7894, -118.3)"
02/05/2021,02/05/2021,10,Newton,3027 1402 0601 3101 3401 3701 3006 4024,19,M,H,STREET,CENTRAL                      AV,55TH                         ST,"(33.993, -118.2565)"
02/06/2021,02/06/2021,905,Mission,4026 3004 3027 3036 3101 3029,58,M,W,STREET,COLDWATER CA                 AV,ROSCOE                       BL,"(34.2246, -118.4153)"
02/07/2021,02/06/2021,2140,Hollywood,3004 3027 3029 3034 3036 3101 3401 3701 4027 3039,27,M,W,STREET,HOLLYWOOD                    BL,WILCOX                       AV,"(34.1016, -118.331)"
02/07/2021,02/07/2021,1712,Newton,3027 3101 0605 4024 3401 3701 3036 3004,35,M,H,STREET,OLYMPIC                      BL,ALAMEDA                      ST,"(34.0277, -118.2391)"
02/15/2021,02/14/2021,2130,West LA,3003 3027 3034 3037 3101 3401 3701 4027,25,M,B,STREET,PACIFIC COAST                HY,PORTO MARINA                 WY,"(34.0401, -118.5606)"
02/17/2021,02/17/2021,1710,West LA,1402 3004 3027 3035 3036 3101 3401 3701 4027,33,F,H,STREET,OLYMPIC                      BL,OVERLAND                     AV,"(34.0473, -118.4206)"
02/18/2021,02/18/2021,1420,Central,3027 3101 3401 3701 0947 3036 0605 4024,29,M,H,STREET,7TH,FIGUEROA,"(34.0496, -118.2603)"
02/21/2021,02/21/2021,10,Mission,4026 3027 3011 3034 3037 3101 3038,99,M,O,STREET,ROXFORD                      ST,FOOTHILL                     BL,"(34.3223, -118.4602)"
02/22/2021,02/21/2021,2245,Southeast,4025 3037 3027 3034 3101 3009 3601,48,M,H,STREET,115TH                        ST,WILMINGTON                   AV,"(33.9303, -118.2391)"
02/24/2021,02/24/2021,1200,Southeast,4025 3036 0101 3004 3003 3006 3029 3027 3034 3101,28,M,H,STREET,MAIN                         ST,88TH                         PL,"(33.9564, -118.2739)"
02/25/2021,02/25/2021,520,Southeast,3601 3036 4025 3004 3027 3101,62,F,H,STREET,FIGUEROA                     ST,CENTURY                      BL,"(33.9455, -118.2826)"
02/26/2021,02/25/2021,2036,West Valley,1218 3037 4026 3027 3003 3101,63,M,O,STREET,RESEDA                       BL,SATICOY                      ST,"(34.2084, -118.5361)"
02/27/2021,02/26/2021,1935,Newton,0605 3101 3401 3701 3003 3034 3036 3002 3027,,M,O,STREET,KING                         BL,CRAWFORD                     ST,"(34.0083, -118.2719)"
02/27/2021,02/26/2021,1940,Foothill,4026 3003 3027 3101 3029 3037,58,F,W,STREET,GLENOAKS                     BL,HELEN                        AV,"(34.2287, -118.3653)"
02/28/2021,02/27/2021,2305,Southwest,3501 4025 3037 3003 3027 3101,33,M,B,STREET,W  MARTIN LUTHER KING JR        BL,COLISEUM                     ST,"(34.0176, -118.3458)"
03/01/2021,03/01/2021,150,Southwest,4025 3037 3011 3027 3034 3101,,M,O,SIDEWALK,JEFFERSON                    BL,NATIONAL                     BL,"(34.0268, -118.3754)"
03/02/2021,03/01/2021,1125,Southeast,4025 3037 3011 3027 3101,52,M,H,STREET,IMPERIAL                     HY,WILMINGTON                   AV,"(33.9295, -118.2391)"
03/18/2021,03/02/2021,2230,Wilshire,3004 3027 3035 3036 3101 3401 3701 4027 3039,38,M,O,STREET,FAIRFAX                      AV,3RD                          ST,"(34.0716, -118.3614)"
03/05/2021,03/05/2021,50,Newton,0605 3101 3401 3701 4024 3003 3027 1402,35,F,B,STREET,BROADWAY,43RD                         ST,"(34.0056, -118.2784)"
03/05/2021,03/05/2021,1900,77th Street,3601 4025 3036 3004 3027 3101,77,M,B,STREET,VERMONT                      AV,51ST                         PL,"(33.996, -118.2915)"
03/06/2021,03/06/2021,420,Mission,3008 3027 3036 3029 3101 4026,38,M,H,STREET,ROSCOE                       BL,SEPULVEDA                    BL,"(34.2214, -118.4677)"
03/06/2021,03/06/2021,1435,Devonshire,3004 3027 3036 3101 4026,21,M,H,STREET,CHATSWORTH                   ST,TAMPA                        AV,"(34.2663, -118.5553)"
03/07/2021,03/07/2021,1857,N Hollywood,3009 3037 3101 4026 3602 3027,29,M,H,STREET,VINELAND                     AV,VALERIO                      ST,"(34.2048, -118.3703)"
03/09/2021,03/08/2021,1450,77th Street,4025 3036 3011 3027 3101,25,F,B,STREET,63RD,WEST                         BL,"(33.9829, -118.3352)"
03/09/2021,03/08/2021,2125,Foothill,3003 3027 3037 3101 4026,43,M,H,STREET,ROSCOE                       BL,LAUREL CANYON                BL,"(34.2217, -118.3965)"
03/10/2021,03/09/2021,1725,77th Street,3027 3009 4025 3036 3101,41,M,H,STREET,STANFORD                     AV,77TH                         ST,"(33.9694, -118.263)"
03/10/2021,03/10/2021,20,Foothill,3004 3027 3037 3101 4026 3038,20,M,W,STREET,FOOTHILL                     BL,WHEATLAND                    AV,"(34.2733, -118.3528)"
03/11/2021,03/11/2021,630,Olympic,3003 3027 3029 3035 3036 3101 3401 3701 4027,41,F,B,STREET,VENICE                       BL,WILTON                       PL,"(34.0436, -118.3145)"
03/14/2021,03/13/2021,1825,N Hollywood,4026 3003 3037 3027 3101 3038 3602 3033,36,M,W,STREET,VINELAND                     AV,OXNARD                       ST,"(0.0, 0.0)"
03/17/2021,03/17/2021,1542,Newton,0605 3101 3401 3701 4024 3027 3036 3009,14,M,H,STREET,47TH                         ST,MAIN                         ST,"(34.001, -118.274)"
03/18/2021,03/17/2021,1855,Foothill,3003 3027 3036 3029 3101 4026 1218,57,M,H,STREET,LANKERSHIM                   BL,STAGG                        ST,"(34.2121, -118.3878)"
03/18/2021,03/17/2021,2015,Harbor,1218 4025 3036 3004 3027 3101,42,M,W,STREET,PIONEER,ANAHEIM,"(33.7808, -118.2481)"
03/19/2021,03/19/2021,1600,Topanga,3036 3040 3027 3004 3033 4026 3101 3034,57,F,A,STREET,VALLEY CIRCLE                BL,VANOWEN                      ST,"(34.195, -118.6568)"
03/20/2021,03/19/2021,2139,77th Street,3501 3601 4025 3036 3003 3027 3029 3101,74,M,B,STREET,CRENSHAW                     BL,HYDE PARK                    BL,"(33.9806, -118.3309)"
03/23/2021,03/23/2021,1812,Pacific,3011 3027 3034 3037 3101 3401 3701 4027,36,M,B,STREET,SEPULVEDA                    BL,CENTURY                      BL,"(33.9456, -118.3961)"
03/24/2021,03/23/2021,1915,West Valley,3101 3003 3027 3037 4026 1218,37,M,H,STREET,HASKELL                      AV,BASSETT                      ST,"(34.1957, -118.4749)"
03/25/2021,03/24/2021,1230,Southeast,4025 3037 3003 3027 3101 3032 3601,,M,H,DRIVEWAY,95TH                         ST,SAN PEDRO,"(33.9502, -118.2695)"
03/29/2021,03/28/2021,2045,Mission,1419 1407 3037 3101 3027 4026 3034 3011,34,M,H,STREET,SAN FERNANDO                 RD,OLDEN                        ST,"(34.3126, -118.4766)"
03/29/2021,03/29/2021,105,Mission,3602 3027 4026 3038 3004 3037 3033 3101,32,F,H,STREET,VAN NUYS                     BL,PLUMMER                      ST,"(34.2427, -118.4502)"
03/29/2021,03/29/2021,1710,Southeast,4025 3037 3101 3009 3027,34,F,H,STREET,MONA                         BL,115TH                        ST,"(33.9298, -118.2307)"
04/01/2021,03/31/2021,1735,Harbor,3009 3027 4025 3036 3101,27,M,H,STREET,ANAHEIM,FLINT,"(33.7807, -118.2494)"
04/01/2021,03/31/2021,2225,Southwest,3601 4025 3037 3003 3027 3029,53,M,H,STREET,NORMANDIE                    AV,42ND                         ST,"(34.0061, -118.3002)"
04/01/2021,04/01/2021,1435,Southwest,3027 4025 3009 3029 3037 3101 3601,56,M,B,STREET,CRENSHAW,WESTMOUNT                    AV,"(33.9983, -118.3309)"
04/02/2021,04/01/2021,2143,Hollywood,3037 3101 3401 3701 4027 2004 3003 3027 3035 1402,70,F,W,STREET,WILTON                       PL,SANTA MONICA                 BL,"(34.0908, -118.3136)"
04/02/2021,04/02/2021,1554,77th Street,3027 3602 4027 3011 3601,22,M,H,STREET,FIGUEROA,57TH,"(33.9906, -118.2827)"
04/03/2021,04/03/2021,340,Southwest,3004 3027 4025,38,M,H,STREET,EXPOSITION                   BL,ARLINGTON                    AV,"(34.019, -118.3184)"
04/04/2021,04/03/2021,2340,Van Nuys,3101 3003 3027 4026 3037,58,M,W,STREET,VENTURA                      BL,CALHOUN                      AV,"(34.1498, -118.4421)"
04/05/2021,04/04/2021,2027,77th Street,3003 3027 3029 4025 1402,84,M,B,STREET,NORMANDIE                    AV,83RD                         ST,"(33.9637, -118.3003)"
04/07/2021,04/06/2021,2130,Harbor,3601 4025 3036 3008 3602 3027 3101,49,F,B,STREET,BAY VIEW                     AV,MARINE                       ST,"(33.7795, -118.2715)"
04/06/2021,04/06/2021,2255,Southwest,3036 3101 4025 3011 3027,52,M,H,STREET,MARTIN LUTHER KING JR        BL,SUTRO                        AV,"(34.0109, -118.3232)"
04/10/2021,04/10/2021,25,Southeast,4025 3003 3036 1218 3101 3027 3602 3601,58,M,B,STREET,FIGUEROA                     ST,88TH                         PL,"(33.9574, -118.2827)"
04/10/2021,04/10/2021,1710,Foothill,3009 3027 4026 3036 3101,51,M,O,STREET,BIG TUJUNGA                  RD,ORO VISTA                    AV,"(34.2796, -118.3046)"
04/11/2021,04/11/2021,1120,77th Street,4025 3004 3027 3601,89,M,H,STREET,WESTERN                      AV,84TH                         ST,"(33.9627, -118.309)"
04/12/2021,04/12/2021,129,Newton,3101 3401 3701 4024 3027 0605 1402 3003,34,M,B,STREET,71ST                         ST,MAIN                         ST,"(33.9756, -118.2739)"
04/14/2021,04/14/2021,1052,Harbor,3601 1218 4025 3037 0101 3004 3027 3101,35,M,H,STREET,PACIFIC COAST                HY,FRIGATE                      AV,"(33.7904, -118.2777)"
04/18/2021,04/18/2021,900,Southeast,1402 3601 3027 1218 4025 3036 3004 3101,28,M,H,STREET,CENTRAL                      AV,88TH                         PL,"(33.9565, -118.2564)"
04/18/2021,04/18/2021,1210,Hollenbeck,0605 3401 3701 3033 3008 3036 3101 4024 3027,26,F,H,STREET,HUMBOLDT,N  SAN FERNANDO                 RD,"(34.0768, -118.2228)"
04/19/2021,04/19/2021,1730,77th Street,3027 3601 3011 4025 3034,30,F,B,STREET,FLORENCE,7TH                          AV,"(33.9746, -118.3246)"
04/21/2021,04/20/2021,1815,Harbor,3009 3027 4025,20,M,H,STREET,SEPULVEDA                    BL,LOCKNESS                     AV,"(33.8153, -118.3044)"
04/22/2021,04/21/2021,2010,N Hollywood,3037 3101 3003 3027 4026,21,M,H,STREET,COLDWATER CA                 AV,SYLVAN                       ST,"(34.1849, -118.4095)"
04/22/2021,04/22/2021,1405,Devonshire,3101 3004 3027 4026 3034 3036,25,,,STREET,WINNETKA                     AV,NORDHOFF                     ST,"(34.2318, -118.5711)"
04/23/2021,04/22/2021,1920,Harbor,3601 3011 3027 4025 3034,24,M,H,STREET,WESTMONT                     DR,GAFFEY                       ST,"(33.7639, -118.2934)"
04/23/2021,04/23/2021,1600,West LA,3027 3035 3036 3101 3401 3701 3009 4027,63,F,H,STREET,VENICE                       BL,LA CIENEGA                   BL,"(34.0354, -118.3778)"
04/25/2021,04/24/2021,2140,77th Street,3501 3601 4025 3036 3003 3027 3101,19,M,B,STREET,MAIN                         ST,84TH                         PL,"(33.9619, -118.2739)"
04/25/2021,04/25/2021,430,Southwest,3101 3601 3501 3027 3003 4025 1218,61,M,H,STREET,LA CIENEGA                   BL,OBAMA                        BL,"(34.0217, -118.3724)"
04/26/2021,04/26/2021,1700,Southeast,3501 3601 3037 3101 4025 3003 3027,32,M,H,STREET,CENTURY,BARING CROSS,"(33.9455, -118.2894)"
04/27/2021,04/27/2021,205,Mission,3027 3037 3101 3011 4026 3034,39,M,B,STREET,ROSCOE                       BL,WILLIS                       AV,"(34.2215, -118.4553)"
05/03/2021,05/02/2021,1955,Harbor,3009 3027 4025 3036,49,M,W,STREET,LOMITA                       BL,EUDORA                       AV,"(33.7983, -118.281)"
05/06/2021,05/05/2021,2010,West Valley,3003 3027 4026 3037 3101,81,M,W,STREET,ETIWANDA                     AV,KESWICK                      ST,"(34.2102, -118.5317)"
05/18/2021,05/06/2021,1315,Central,3037 0605 3101 3401 3701 4024 3004 3027 3033,78,M,W,STREET,3RD                          ST,ALAMEDA                      ST,"(34.0456, -118.2381)"
05/08/2021,05/08/2021,520,Rampart,0605 3401 3701 3036 3003 3027 3029 3101 4024,33,M,O,STREET,MELROSE                      AV,EDGEMONT                     ST,"(34.0836, -118.296)"
05/09/2021,05/08/2021,1710,Harbor,4025 3037 3011 3027 3101,30,M,O,STREET,W  ANAHEIM                      ST,W  I                            ST,"(33.7789, -118.282)"
05/10/2021,05/09/2021,1830,Mission,3602 3101 3009 3027 4026 3037,46,M,H,STREET,NORDHOFF                     ST,CEDROS                       AV,"(34.2355, -118.4535)"
05/09/2021,05/09/2021,2010,Southeast,4025 3003 3036 3601 3027,13,M,H,STREET,MAIN                         ST,109TH                        ST,"(33.9374, -118.2739)"
05/10/2021,05/09/2021,2100,Mission,3004 3027 4026 3034 3037 3038 3040 3101,57,F,O,STREET,FOOTHILL                     BL,BALBOA                       BL,"(34.3216, -118.4958)"
05/13/2021,05/13/2021,820,77th Street,3038 3029 3601 3003 3004 3006 3027 3034 4025 1402,78,M,H,STREET,VERMONT                      AV,54TH                         ST,"(33.9932, -118.2915)"
05/17/2021,05/16/2021,2050,Southeast,3004 3032 4025 3027,29,F,B,STREET,102ND                        ST,BROADWAY,"(33.9437, -118.2781)"
05/18/2021,05/18/2021,729,Newton,0605 4024 3101 3401 3701 3027 3009 3036 3033,20,M,H,STREET,E  50TH                         ST,S  ALAMEDA                      ST,"(33.9981, -118.2432)"
05/24/2021,05/23/2021,2004,West Valley,3004 3027 4026 3034 3037 3040 3101,52,F,B,STREET,CORBIN                       AV,SATICOY                      ST,"(34.2083, -118.5623)"
05/25/2021,05/24/2021,2035,Pacific,3003 3027 4027 3035 3037 3101 3401 3701,55,M,B,STREET,AIRPORT                      BL,96TH                         ST,"(33.9494, -118.3859)"
05/28/2021,05/28/2021,1345,N Hollywood,3014 4026 3034 3027 3037 3101,,M,O,STREET,RIVERSIDE                    DR,LAUREL CANYON                AV,"(34.1685, -118.4008)"
05/29/2021,05/29/2021,5,Devonshire,3011 3027 4026 3034 3037 3101,51,M,B,STREET,TAMPA                        AV,ROMAR                        ST,"(34.2555, -118.5536)"
05/30/2021,05/29/2021,2120,Pacific,3003 3027 4027 0947 3035 3037 3101 3401 3701 3039,91,M,O,SIDEWALK,LINCOLN                      BL,MARCO                        CT,"(33.9958, -118.4563)"
06/03/2021,06/02/2021,2210,Southwest,3501 3003 3029 4025 3027,60,M,H,STREET,ARLINGTON                    AV,48TH                         ST,"(34.0, -118.3182)"
06/07/2021,06/07/2021,200,Topanga,4026 3009 3029 3037 3101 3027,61,M,B,STREET,DE SOTO                      AV,CALIFA                       ST,"(34.1771, -118.5899)"
06/09/2021,06/08/2021,2255,Devonshire,3101 3027 3004 4026 3037,52,M,O,STREET,ROSCOE                       BL,OSO                          AV,"(34.2202, -118.5754)"
06/09/2021,06/09/2021,325,N Hollywood,3101 3003 3027 4026 3037 1218,31,F,B,STREET,VINELAND                     AV,SHERMAN                      WY,"(34.2012, -118.3703)"
06/09/2021,06/09/2021,1350,Northeast,3101 3027 3004 4024 0605 3401 3701 3037 3033 3035,64,M,H,STREET,COLORADO                     BL,EL RIO                       AV,"(34.1395, -118.2163)"
06/11/2021,06/10/2021,2330,Wilshire,3011 3027 3034 3037 3032 3101 3401 3701 4027,45,F,W,STREET,3RD                          ST,RIMPAU                       BL,"(34.0689, -118.3298)"
06/11/2021,06/10/2021,2340,Southwest,3008 3029 3601 3027,26,M,W,STREET,JEFFERSON                    BL,WEST                         BL,"(34.0256, -118.3417)"
06/14/2021,06/13/2021,2045,Van Nuys,3003 3027 4026 3029 3037 3101,37,M,H,STREET,HAZELTINE                    AV,GAULT                        ST,"(34.1994, -118.4399)"
06/19/2021,06/19/2021,832,Wilshire,1402 3004 3027 3034 3036 3101 3401 3701 4027 3039,60,M,H,STREET,MELROSE                      AV,HIGHLAND                     AV,"(34.0835, -118.3386)"
